0,116.88717853234436,145.61266947349222
0,109.53575282709144,145.48385441999028
0,116.64322790004864,158.58436436040856
0,119.04431769820039,169.1024554657101
0,114.98234017813716,171.39821330860894
0,115.0142399531858,173.1899015077821
0,114.30280277237354,172.96512113934824
0,116.34362840466926,197.35057073808366
0,115.75657944734922,198.25094616366732
0,115.66210557514592,215.00165293652725
0,110.11215269333658,214.86658712305447
1,116.40539503283074,149.7599822166829
1,111.1353964007782,149.443359375
1,117.12168652723736,158.3923387341926
1,111.81923714129377,159.74721470695525
1,117.54309034533074,164.09951057879377
1,115.01850528939688,164.00719312378405
1,116.43642084143968,173.1158423516537
1,115.36081514469845,173.38794990272373
1,115.18429292315176,194.7402609739786
1,115.7581278878891,195.42206879255838
1,115.41690099100195,218.60991837913423
1,114.97709637949903,217.72014454644943
2,116.40539503283074,149.7599822166829
2,111.1353964007782,149.443359375
2,117.12168652723736,158.3923387341926
2,111.81923714129377,159.74721470695525
2,117.54309034533074,164.09951057879377
2,115.01850528939688,164.00719312378405
2,116.43642084143968,173.1158423516537
2,115.36081514469845,173.38794990272373
2,115.18429292315176,194.7402609739786
2,115.7581278878891,195.42206879255838
2,115.41690099100195,218.60991837913423
2,114.97709637949903,217.72014454644943
3,116.88717853234436,145.61266947349222
3,109.53575282709144,145.48385441999028
3,116.64322790004864,158.58436436040856
3,119.04431769820039,169.1024554657101
3,114.98234017813716,171.39821330860894
3,115.0142399531858,173.1899015077821
3,114.30280277237354,172.96512113934824
3,116.34362840466926,197.35057073808366
3,115.75657944734922,198.25094616366732
3,115.66210557514592,215.00165293652725
3,110.11215269333658,214.86658712305447
4,116.88717853234436,145.61266947349222
4,109.53575282709144,145.48385441999028
4,116.64322790004864,158.58436436040856
4,119.04431769820039,169.1024554657101
4,114.98234017813716,171.39821330860894
4,115.0142399531858,173.1899015077821
4,114.30280277237354,172.96512113934824
4,116.34362840466926,197.35057073808366
4,115.75657944734922,198.25094616366732
4,115.66210557514592,215.00165293652725
4,110.11215269333658,214.86658712305447
